customer_id,customer_name,total_sessions,total_revenue,churn_risk
55731,Michael Ramirez,0,0.0,High Risk
40012,Richard Hodges,0,0.0,High Risk
37347,Michael Collins,0,0.0,High Risk
66048,Thomas Simpson,0,0.0,High Risk
41814,Amanda Turner,0,0.0,High Risk
61548,Jamie Williams,0,0.0,High Risk
62563,Brian Brown,0,0.0,High Risk
68449,Shannon Caldwell,0,0.0,High Risk
47777,Timothy King,0,0.0,High Risk
35544,Edward Scott,0,0.0,High Risk
74052,Jane James,0,0.0,High Risk
85929,Michelle Rose,0,0.0,High Risk
14307,Adam Hoffman,0,0.0,High Risk
60137,David Holland,0,0.0,High Risk
99922,Robert Vargas,0,0.0,High Risk
57787,Ryan Garcia,0,0.0,High Risk
91284,Sean Raymond,0,0.0,High Risk
65272,Timothy Long,0,0.0,High Risk
1085,Brian Bailey,0,0.0,High Risk
43809,Elizabeth Holmes,0,0.0,High Risk
44137,Jason Cross,0,0.0,High Risk
9302,Jonathan Evans,0,0.0,High Risk
57229,Kevin Warren,0,0.0,High Risk
60465,Heather Gamble,0,0.0,High Risk
26816,Joann Nixon,0,0.0,High Risk
67987,Mr. Nicholas Clark,0,0.0,High Risk
14095,Olivia Taylor,0,0.0,High Risk
83969,Stephen Juarez,0,0.0,High Risk
97335,Chad Riley,0,0.0,High Risk
12985,Kelly Roberts,0,0.0,High Risk
78131,Stephanie Long,0,0.0,High Risk
36420,Tina Brown,0,0.0,High Risk
11668,David Robertson,0,0.0,High Risk
61889,Hunter Johnson,0,0.0,High Risk
66283,Melinda Pope,0,0.0,High Risk
85405,Rebekah Ayala,0,0.0,High Risk
54223,Teresa Gonzalez,0,0.0,High Risk
10527,Cynthia Wright,0,0.0,High Risk
56467,Kelly Greene Md,0,0.0,High Risk
45736,Steve King,0,0.0,High Risk
26670,Jennifer Bradshaw,0,0.0,High Risk
46166,Leah Porter,0,0.0,High Risk
44051,Morgan Rice,0,0.0,High Risk
4651,Ryan Mercer,0,0.0,High Risk
6029,William Hudson,0,0.0,High Risk
76287,Julia Arnold,0,0.0,High Risk
90499,Mathew Butler,0,0.0,High Risk
1049,Rickey Harrison,0,0.0,High Risk
22629,Jason Roberts,0,0.0,High Risk
79336,Joseph Fisher,0,0.0,High Risk
25364,Katrina Rivera,0,0.0,High Risk
1659,Kelly Lee,0,0.0,High Risk
98734,Michelle Mitchell,0,0.0,High Risk
6589,Amanda Vasquez,0,0.0,High Risk
24481,Gregory Ryan,0,0.0,High Risk
74316,Katherine Cohen,0,0.0,High Risk
44644,Michele Jarvis,0,0.0,High Risk
63076,Brittany Frank,0,0.0,High Risk
99309,Elizabeth Wiley,0,0.0,High Risk
78475,Jeremy Watts,0,0.0,High Risk
54563,Kyle Wallace,0,0.0,High Risk
95659,Michelle Pitts,0,0.0,High Risk
20797,Toni Gibson,0,0.0,High Risk
80767,Cynthia Brown,0,0.0,High Risk
76568,Dennis Jenkins,0,0.0,High Risk
7746,John Andrews,0,0.0,High Risk
15508,Joseph Mann,0,0.0,High Risk
24312,Allison Pratt,0,0.0,High Risk
14503,Angela Clark,0,0.0,High Risk
85141,Holly Acevedo,0,0.0,High Risk
64118,Jenny Farrell,0,0.0,High Risk
63189,Matthew Lee,0,0.0,High Risk
63419,Richard Gutierrez,0,0.0,High Risk
12854,Terry Lowe,0,0.0,High Risk
25578,Bryan Gonzales,0,0.0,High Risk
565,John Gallegos,0,0.0,High Risk
27518,Mary Gilbert,0,0.0,High Risk
40210,Raymond Robinson,0,0.0,High Risk
50061,Amber Gomez,0,0.0,High Risk
80123,Christopher Nguyen,0,0.0,High Risk
2085,Daniel Mcbride,0,0.0,High Risk
45077,Katie Gray,0,0.0,High Risk
27472,Angela Lara,0,0.0,High Risk
58264,Bradley Bennett,0,0.0,High Risk
56839,Miranda Sweeney,0,0.0,High Risk
77674,Paul Henson,0,0.0,High Risk
47408,Alexander Ramirez,0,0.0,High Risk
45395,Alicia Young,0,0.0,High Risk
12972,Joshua Morris,0,0.0,High Risk
40416,Kimberly King,0,0.0,High Risk
24038,Candace Smith Md,0,0.0,High Risk
36123,Connie Clements,0,0.0,High Risk
87939,Joseph Silva,0,0.0,High Risk
51661,Kathryn Davis,0,0.0,High Risk
76768,Leslie Simmons,0,0.0,High Risk
16511,Linda Smith,0,0.0,High Risk
95683,Savannah Jenkins,0,0.0,High Risk
42127,Donna Collins,0,0.0,High Risk
31762,Matthew Salinas,0,0.0,High Risk
88582,Steven Griffith,0,0.0,High Risk
88901,Steven King,0,0.0,High Risk
45354,Cynthia Price,0,0.0,High Risk
67023,David Kim,0,0.0,High Risk
24839,Martin Diaz,0,0.0,High Risk
72808,Melissa Williams,0,0.0,High Risk
79431,James Robbins,0,0.0,High Risk
15244,Marcus Johnson,0,0.0,High Risk
8212,Vicki Wilson,0,0.0,High Risk
48146,Cory Collins,0,0.0,High Risk
91394,James Smith,0,0.0,High Risk
76561,Mrs. Ashley Gamble,0,0.0,High Risk
50819,Michelle Davis,0,86616738.56999981,Active
50954,Brian Valdez,0,13041365.519999998,Active
53982,Michael Mcpherson,0,6291868.859999998,Active
56995,David Hardin,0,2299299.92,Active
91960,Rodney Copeland,0,2193349.1899999995,Active
32270,Juan Thomas,0,2229572.8500000006,Active
4139,Maria Lucas,0,1692791.3000000003,Active
21560,Ryan Hart,0,1532316.3400000003,Active
83282,Walter Hamilton,0,1009.44,Active
41617,Tyler Gardner,0,62.13,High Risk
2840,Robert Jones,0,1971.04,Active
85988,Michele Bennett,0,11842.75,Active
83790,Melinda Mcclure,0,817.36,High Risk
73326,Maria Benson,0,2060.08,Active
53757,Jill Walker,0,298.48,High Risk
35468,Erica Boone,0,806.3,High Risk
16679,Elizabeth Mcintyre,0,350.48,High Risk
51965,Deanna Lamb,0,40.75,High Risk
1187,Alexis Stewart,0,0.0,High Risk
12267,Martha Marsh,0,6289.95,Active
86176,Kevin Mills,0,1419.98,Active
13086,Jamie Peterson,0,91.53,High Risk
98765,David Horton Dvm,0,94.14,High Risk
28782,Christopher Brown,0,370.65,High Risk
86828,April Cruz,0,3311.85,Active
18225,Anthony Ward,0,2467.25,Active
36010,Phillip Robbins,0,5.79,High Risk
14427,Jillian Henry,0,417.98,High Risk
66636,Jill Bowman,0,4553.59,Active
20658,Cody Gutierrez,0,784.68,High Risk
99637,Ashley Porter Dds,0,986.4,High Risk
2626,Anthony Pearson,0,458.53,High Risk
91721,Scott Allen,0,3322.85,Active
48884,Kim Lewis,0,8868.28,Active
7096,Katie Harvey,0,799.29,High Risk
50723,Juan Sullivan,0,0.0,High Risk
8896,Brandon Perez,0,45.87,High Risk
4559,Audrey Little,0,5621.86,Active
63943,Raven Blake Dds,0,3027.91,Active
69176,Randy Key,0,3018.08,Active
24443,Peter Patterson,0,3483.46,Active
34248,Melinda Stanton,0,423.11,High Risk
58511,Edward Moreno,0,3547.59,Active
41794,Christy Reed,0,7178.93,Active
31711,Catherine Walker,0,3634.03,Active
89657,Brian Rogers,0,2133.65,Active
37607,Alexis Peters,0,4775.99,Active
69508,Pamela Clark,0,5165.19,Active
78966,Joan Keith,0,872.28,High Risk
47125,James Wilson,0,5006.07,Active
7217,Ian Welch,0,952.49,High Risk
17770,Elizabeth Saunders,0,1326.78,Active
85364,Cindy Cannon,0,113.41,High Risk
54224,Andrea Rocha,0,0.0,High Risk
20379,Matthew Austin,0,560.71,High Risk
16959,Lisa Richardson,0,4534.18,Active
39188,John Brown,0,736.16,High Risk
60970,Brenda Schneider,0,338.13,High Risk
46570,Amanda Turner,0,52.21,High Risk
34379,Rick Cohen,0,2102.29,Active
18008,Linda Castillo,0,3324.59,Active
60204,Kyle Carter,0,574.92,High Risk
24122,Joseph Sampson,0,3310.6,Active
35165,Donna Moore,0,791.47,High Risk
16528,Destiny Mosley,0,1075.88,Active
77723,Crystal Hill,0,13468.51,Active
81928,Brett Hall,0,976.5,High Risk
88274,Amanda Howe,0,351.8,High Risk
83038,Wyatt Jackson,0,617.67,High Risk
21989,Thomas Landry,0,5112.68,Active
39703,Sydney White,0,739.66,High Risk
97169,Sarah Chapman,0,4681.11,Active
76861,Rebekah Cummings,0,4539.0,Active
60379,Nichole Anderson,0,12483.06,Active
12592,Mark Smith,0,2820.29,Active
52391,Kimberly Castro,0,9246.82,Active
35207,Jean Hall,0,515.6,High Risk
78667,James Hale,0,1116.21,Active
83661,Bryan Harrell,0,2077.45,Active
62750,Blake Jackson,0,1518.08,Active
61471,Ashley Oneill,0,4003.19,Active
35391,Randy Miller,0,1674.08,Active
13039,Lisa Jarvis,0,236.23,High Risk
51088,John Koch,0,3929.95,Active
71050,Jeffery Kelly,0,800.09,High Risk
87273,James Jones,0,684.09,High Risk
15616,Harold Mckenzie,0,2327.1,Active
34426,Denise Morales,0,2330.28,Active
37050,Debbie Arias,0,152.7,High Risk
4695,Antonio Willis,0,4141.95,Active
31489,Amy Mejia,0,62106.66,Active
47390,Aaron Kelley,0,9161.63,Active
97422,Tamara Kelly,0,244.39,High Risk
4518,Ryan Flores,0,3812.74,Active
11021,Marc Banks,0,3946.03,Active
19345,Jonathan Edwards,0,1567.06,Active
76257,Jacob Jarvis,0,1661.3,Active
44131,Kristina Mcdonald,0,2932.9,Active
71639,Jose May,0,26.74,High Risk
16683,Charles Callahan,0,5088.95,Active
61741,Ashley Garner,0,2488.62,Active
74408,Vernon Jensen,0,656.68,High Risk
11268,Lisa Burke,0,4015.23,Active
21107,Larry Parker,0,0.0,High Risk
83201,David Patterson,0,808.11,High Risk
19162,Christina Watson,0,1335.73,Active
67944,Theresa Reeves,0,1334.7,Active
77023,Mr. Samuel Stanley Md,0,1887.41,Active
2478,Elizabeth Burke,0,378.77,High Risk
97685,Amy Salazar,0,666.0,High Risk
50310,Tara Gould,0,2833.21,Active
33252,Stephen Gordon,0,92.17,High Risk
51660,Rachel Freeman,0,473.82,High Risk
13910,Lee Watson,0,9002.69,Active
35933,Kendra Morgan,0,1621.84,Active
26175,Joshua Woods,0,1429.65,Active
23835,John Hayes,0,0.0,High Risk
74789,Joe Warren,0,12472.5,Active
97826,Eric Barber,0,24.53,High Risk
42187,David Brandt,0,3387.06,Active
85253,Breanna Roberts,0,5.17,High Risk
94106,Adam Davis,0,1318.19,Active
29819,Michael Cunningham,0,2464.14,Active
11105,Mary Obrien,0,5143.85,Active
52353,Jim White,0,814.68,High Risk
44404,Holly Lopez,0,1784.19,Active
52323,Chad Stone,0,3049.18,Active
99349,Caitlin Pruitt,0,1182.33,Active
6608,Adrian Smith,0,1322.31,Active
19895,Suzanne Singh,0,148.43,High Risk
69530,Maurice Melton,0,2444.01,Active
20649,Jane Aguilar,0,2218.45,Active
21975,Jamie Smith,0,1067.58,Active
8954,James Malone,0,3216.47,Active
617,Debbie Sharp,0,4611.9,Active
37601,Crystal Welch,0,798.12,High Risk
41004,Amber Kelley,0,4717.49,Active
48297,Alicia Brooks,0,1381.07,Active
66510,Tanya Peck,0,889.08,High Risk
15073,Stephanie Ross,0,1372.02,Active
30295,Joseph Irwin,0,8200.03,Active
43436,Danielle Anderson,0,619.2,High Risk
59036,Amber Fowler,0,2750.07,Active
74881,Amanda Winters,0,1731.28,Active
77259,William Mcdaniel,0,177.67,High Risk
67795,Mr. Juan Nguyen,0,71.46,High Risk
69604,Marie Walker,0,2423.98,Active
14310,Kristen Jackson,0,1480.57,Active
45905,Kevin Sawyer,0,1103.16,Active
66011,Jennifer Noble,0,6079.24,Active
40501,David Preston,0,108.76,High Risk
26285,Teresa Willis,0,15130.29,Active
61686,Ryan Peterson,0,1392.99,Active
11999,Michael Sullivan,0,425.84,High Risk
26386,Kristen Douglas,0,7698.61,Active
97158,Jonathan Barnes,0,5199.88,Active
44416,Gregory Rios,0,4138.86,Active
72906,Gary Garcia,0,1936.86,Active
81726,Elizabeth Miller,0,370.1,High Risk
87695,Catherine Torres,0,2493.49,Active
68246,Brent Fitzpatrick,0,703.02,High Risk
19823,Andrew Butler,0,1097.55,Active
79223,Susan Coleman,0,3165.27,Active
82803,Samantha Williams,0,1195.57,Active
91448,Julie Mccann,0,1028.42,Active
57625,Gregory King,0,2142.3,Active
16635,David Adams,0,197.81,High Risk
22698,Carolyn Alvarez,0,2196.02,Active
44208,Brett Fernandez,0,7296.92,Active
4587,Adrian Collins,0,3284.36,Active
35852,Tammy Holland,0,8451.53,Active
83522,Peter Bond,0,110.23,High Risk
62892,Natalie Miller,0,197.79,High Risk
64266,Max Weaver,0,6378.38,Active
6426,Mary Smith,0,1427.44,Active
68527,Julia Hogan,0,1309.42,Active
85421,Joel Wilkerson,0,1204.97,Active
22359,Connie Meyer,0,0.0,High Risk
49693,Carl Johnson,0,1816.69,Active
62345,April Maldonado,0,3326.4,Active
85226,Andrew Aguilar,0,2393.23,Active
76284,Alejandro Sanchez,0,994.99,High Risk
70343,Tracy Herrera,0,380.53,High Risk
44751,Lawrence Maddox,0,3724.7,Active
2334,Frank Savage,0,3150.32,Active
2485,Darren Davis,0,3451.78,Active
4151,Danielle Nguyen,0,36.76,High Risk
32284,Andrea Petersen,0,149.39,High Risk
30544,Todd Morgan,0,2670.47,Active
85300,Keith Harris,0,70.51,High Risk
83796,James Levy,0,1288.3,Active
85997,Edwin King,0,8261.49,Active
83924,Daniel Smith,0,4759.81,Active
55679,Cheyenne Goodwin,0,2276.95,Active
50139,Alexander Knox,0,408.58,High Risk
20286,Adam Wright Dds,0,1699.07,Active
57868,Rebecca Butler,0,852.54,High Risk
16959,Lisa Richardson,0,4534.18,Active
63864,Ashley Schmidt,0,1375.57,Active
40285,Ashley Flores,0,119.43,High Risk
35094,Sharon Moore,0,4982.42,Active
16359,Robert Johnson,0,50.69,High Risk
9984,Peter Ward,0,11.08,High Risk
17087,Olivia Lee,0,500.65,High Risk
22778,Natalie Woods,0,68210.09,Active
77549,Nancy Hall,0,1065.97,Active
48719,George Bryant,0,6452.21,Active
81018,Fernando Elliott,0,1073.72,Active
54180,Debra Gregory,0,3849.97,Active
57699,Charles Mathews,0,1627.16,Active
79459,Brandi Bowen,0,215.59,High Risk
7475,Tony Matthews,0,1476.52,Active
87532,Tina Nichols,0,72.28,High Risk
70726,Renee Fuentes,0,6499.59,Active
31799,Patricia Lawson,0,271.46,High Risk
6871,Melissa Howard,0,5075.46,Active
19681,Maria Perez,0,512.55,High Risk
27721,Lydia Terry,0,29838.31,Active
95166,Lauren Zavala,0,71.62,High Risk
30680,Kimberly Bates,0,7859.74,Active
95849,John Krueger,0,159.76,High Risk
14105,Jason Perez,0,19948.58,Active
5044,Jason Collins,0,1395.46,Active
79153,Heidi Rangel Dvm,0,3331.78,Active
42179,Francisco Stokes,0,2618.04,Active
96528,Derek Brown,0,1503.24,Active
25359,Dennis Miranda,0,322.7,High Risk
72598,Christopher Newman,0,497.38,High Risk
52279,Brandy Wong,0,3772.2,Active
65783,Amy Harris,0,10266.29,Active
10846,William Foster,0,7773.01,Active
99530,Joshua Smith,0,3305.0,Active
77750,Francis Carson,0,396.01,High Risk
33507,Debbie White,0,2765.57,Active
34410,David Reeves,0,4828.16,Active
5976,Daniel Carson,0,9546.51,Active
48263,Brandon Kim,0,3831.7,Active
31167,Wanda Hunt,0,2788.08,Active
96195,Stephanie Vargas,0,599.38,High Risk
67983,Shelly Weiss,0,26349.4,Active
8645,Sandra Dalton,0,1924.2,Active
76827,Paige Calhoun,0,1680.08,Active
34598,Michael Mcdonald,0,1654.13,Active
96369,Matthew Thompson,0,457.56,High Risk
68767,James Osborne,0,2564.54,Active
53976,Henry Jarvis,0,732.52,High Risk
1621,Devin Hicks,0,1354.77,Active
14192,David French,0,1136.6,Active
24492,Daniel Martinez,0,976.05,High Risk
26849,Courtney Powell,0,446.61,High Risk
64020,Chelsea Briggs,0,315.78,High Risk
24330,Andrew Ray,0,415.08,High Risk
70924,Wayne Fowler,0,866.14,High Risk
2916,Thomas Garcia,0,796.25,High Risk
97536,Stanley Daugherty,0,1671.19,Active
45474,Rachel Mitchell,0,684.08,High Risk
15246,Matthew Mclaughlin,0,4752.9,Active
97707,Lindsey Jones,0,1559.74,Active
84789,Laura Johnson,0,3271.8,Active
45139,Kristie Moon,0,4334.6,Active
78078,Dr. Charles Graham,0,308.63,High Risk
10480,Darlene Ramos,0,4232.72,Active
89869,Curtis Campbell,0,1086.51,Active
59954,Caleb Ingram,0,445.34,High Risk
43083,Aaron Lawson,0,1010.02,Active
89169,Mary Shaw,0,867.69,High Risk
61080,Joanne White,0,2600.31,Active
89707,Gregory Reynolds,0,1760.21,Active
76794,Elizabeth Morse,0,11463.32,Active
35748,Douglas Moore,0,4110.55,Active
93011,Cindy Johnson,0,1850.3,Active
9166,Matthew Butler,0,8412.67,Active
59493,Mark Russell,0,2675.43,Active
60361,Jamie Wade,0,4083.48,Active
93372,Ian Clark,0,7532.94,Active
32866,Daniel Delgado,0,189.93,High Risk
45193,Dalton Ochoa,0,365.66,High Risk
23354,Courtney Mcdaniel,0,2768.26,Active
39385,Catherine Taylor,0,228.38,High Risk
30052,Anthony Nelson,0,87.48,High Risk
47304,Teresa Carter,0,0.0,High Risk
13371,Robert Smith,0,1124.49,Active
47841,Nicole Sweeney,0,3779.64,Active
11272,Melinda White,0,1195.68,Active
69570,Larry White,0,6.49,High Risk
4190,Kelly Robertson,0,355.86,High Risk
68887,Jennifer Ortega,0,1063.7,Active
60548,Isabel Robertson,0,182.78,High Risk
42265,Toni Myers,0,3385.29,Active
50194,Maria Foster,0,830.78,High Risk
71905,Logan Morris,0,277.64,High Risk
72915,James Roberts,0,1409.98,Active
30969,Curtis Ross,0,894.5,High Risk
96635,Bethany Davis,0,651.82,High Risk
30717,Tiffany Simmons,0,4045.59,Active
46671,Nicholas Hill,0,2241.79,Active
92434,Lisa Ward,0,0.0,High Risk
26791,Keith Mcguire,0,26.46,High Risk
15118,David Morales,0,339.99,High Risk
58075,Christina Smith,0,962.97,High Risk
55082,Austin Robertson,0,2072.97,Active
81764,Shannon Nunez,0,588.96,High Risk
46660,Sara Lopez,0,26804.24,Active
88400,Samuel Hayes,0,4969.94,Active
99340,Rebecca Mullins,0,4062.3,Active
67082,Matthew Barnes,0,355.67,High Risk
30678,Kelly Moore,0,2444.08,Active
39921,Jerry Wright,0,461.68,High Risk
63557,Jennifer Powell,0,414.43,High Risk
22071,Jennifer Kirby,0,2345.18,Active
17525,Dennis Cannon,0,5704.27,Active
63345,Andrew Torres,0,3886.21,Active
47778,Roberto Calhoun Dds,0,165.38,High Risk
37455,Nicole Boyer,0,3484.98,Active
29409,Jonathan Blair,0,6347.81,Active
43234,John Herman,0,1586.83,Active
41068,Jason Brown,0,1195.2,Active
35755,Jacob Barton,0,450.75,High Risk
32800,Beverly Wright,0,987.35,High Risk
44506,Austin Martin,0,1217.66,Active
15255,Ann Brown,0,2759.36,Active
2097,Sara Boyle,0,296.68,High Risk
808,Raymond Scott,0,685.59,High Risk
14349,Peter Smith,0,6169.35,Active
6389,Mary Castro,0,696.45,High Risk
16245,Marc Erickson,0,934.54,High Risk
68773,Jessica Allen,0,44889.31,Active
17164,Brandi Floyd,0,2405.23,Active
78978,Amber Williams,0,1407.6,Active
22860,Peggy Hanson,0,735.24,High Risk
32442,Natalie Cochran,0,1230.15,Active
9899,Mr. Joshua Austin,0,35419.08,Active
15068,Miss April Montgomery,0,2640.83,Active
59931,Matthew Moreno,0,127.35,High Risk
53213,Marc Miranda,0,748.5,High Risk
65586,Eric Petersen,0,1487.81,Active
27353,Dana Hill,0,2055.14,Active
96635,Bethany Davis,0,651.82,High Risk
25455,Melissa Williams,0,854.25,High Risk
41325,Madison Olsen,0,2673.49,Active
49384,Kirsten Brown,0,58.26,High Risk
37048,Emily Garza,0,1203.78,Active
60803,Deborah Allen,0,23781.21,Active
21475,Carl Brennan,0,540.01,High Risk
94934,Amber Hunter,0,4589.11,Active
10714,Victor Guerrero,0,5318.58,Active
49109,Ronald Oliver,0,367.29,High Risk
76172,Roberta Ramsey,0,4908.14,Active
33414,Patrick Hamilton,0,8119.23,Active
97309,Mr. Albert Brown,0,7288.91,Active
26378,Laurie Craig,0,1583.32,Active
52368,Lauren Freeman,0,662.19,High Risk
86968,Kristina Dyer,0,5008.24,Active
94510,Jose Ortiz,0,795.76,High Risk
67482,Ashley Cobb,0,2810.82,Active
82137,Amanda Perez,0,1195.9,Active
56862,Philip Griffin,0,3232.97,Active
88139,Paula Mullins,0,1832.78,Active
99575,Nicole Collins,0,1814.5,Active
34139,Michael Mitchell,0,79.83,High Risk
34394,James Perez,0,2898.83,Active
65161,Alexis Clark,0,3069.42,Active
83051,Zachary Lopez,0,777.08,High Risk
5857,Rita Ramos,0,0.0,High Risk
66152,Patricia Lewis,0,730.89,High Risk
54056,Laura Peterson,0,959.47,High Risk
97954,Kevin Hughes,0,254.35,High Risk
34402,Kevin Adams,0,805.29,High Risk
32866,Daniel Delgado,0,189.93,High Risk
24786,Christopher Evans,0,3364.1,Active
5008,Amy Rivers,0,616.92,High Risk
85400,Amanda Martin,0,1007.14,Active
14013,Scott Lee,0,70829.96,Active
59888,Rebecca Turner,0,280.72,High Risk
268,Miss Tina Schneider,0,506.0,High Risk
20800,Michael Myers,0,2916.03,Active
7609,Lori Kennedy,0,651.53,High Risk
1660,Heather Johnson,0,732.53,High Risk
19407,Heather Davis,0,460.34,High Risk
22794,Carl Schneider,0,2505.12,Active
23024,Randall Shea,0,6889.66,Active
91766,Laura Sanders,0,0.0,High Risk
20922,Julie Nixon,0,770.03,High Risk
72588,Joshua Miller,0,2387.05,Active
27797,Eric Campbell,0,443.88,High Risk
20208,Amber Wilson,0,139.09,High Risk
53736,Savannah Williams,0,824.59,High Risk
66466,Patricia Jensen,0,4372.2,Active
10080,Michael Hawkins,0,1049.81,Active
43727,Matthew Ayala,0,574.08,High Risk
79396,Mary Cummings,0,35362.27,Active
82425,Mark Sloan,0,1741.86,Active
57564,Mark Harmon Jr.,0,1180.01,Active
95534,Lindsey Valenzuela,0,3032.72,Active
78848,Gary Davis,0,2596.97,Active
15529,Emily Hernandez,0,1445.68,Active
61946,Darlene Wood,0,1112.55,Active
95673,Cynthia Giles,0,113.24,High Risk
54503,Cody Jimenez,0,35592.48,Active
37932,Carlos Stewart,0,120.65,High Risk
10753,Terry Keller,0,2998.17,Active
98936,Mandy Miller,0,4761.5,Active
53567,Kayla Robinson,0,2086.7,Active
26514,Jennifer Garcia,0,1796.86,Active
65586,Eric Petersen,0,1487.81,Active
71699,Christina Goodwin,0,2392.01,Active
92266,Patrick Anderson,0,2491.59,Active
91638,Jeremy Gray,0,5256.44,Active
56517,Cory Garcia,0,953.5,High Risk
83466,Connie Walton,0,456.25,High Risk
31993,Chad Williams,0,846.93,High Risk
90011,Alan Lynch,0,389.79,High Risk
92623,Terry Green,0,400.96,High Risk
6814,Richard Anderson,0,1987.24,Active
86620,Peter Andrews,0,692.07,High Risk
16758,Mrs. Sara Ramirez Md,0,1093.67,Active
15741,Kevin Thomas,0,223.44,High Risk
30319,Kevin Henderson,0,37991.38,Active
95321,Gregory Mathews,0,4886.12,Active
23327,David Tucker,0,2548.08,Active
79691,Alan Valenzuela,0,10161.06,Active
72557,William Williams,0,1347.78,Active
96203,Vicki Kent,0,108.44,High Risk
24834,Sandra Costa,0,5470.97,Active
